Source IP,Attack Type,Attack Severity,Data Exfiltrated,Response Action
96.91.239.171,Ransomware,Critical,TRUE,Blocked
102.173.106.106,Insider Threat,Medium,FALSE,Eradicated
45.225.26.102,DDoS,Low,FALSE,Eradicated
148.243.142.255,Insider Threat,Critical,FALSE,Blocked
97.98.246.88,Phishing,High,FALSE,Blocked
139.29.100.206,DDoS,High,FALSE,Blocked
105.148.161.193,Phishing,Medium,FALSE,Contained
150.156.168.217,Phishing,Medium,FALSE,Eradicated
84.212.167.62,Phishing,Low,FALSE,Recovered
9.254.60.111,DDoS,High,FALSE,Blocked
173.251.140.217,DDoS,High,FALSE,Blocked
122.54.195.210,DDoS,Critical,FALSE,Eradicated
207.139.49.167,Malware,High,FALSE,Blocked
144.193.177.237,Insider Threat,Low,FALSE,Eradicated
94.94.78.123,Phishing,High,FALSE,Contained
77.245.219.1,Insider Threat,Critical,FALSE,Contained
115.206.168.134,Ransomware,Low,TRUE,Blocked
150.45.250.26,Malware,Medium,TRUE,Blocked
216.136.167.158,DDoS,High,FALSE,Eradicated
6.223.123.158,Malware,Medium,FALSE,Recovered
160.180.115.143,DDoS,Low,FALSE,Recovered
208.229.230.223,Ransomware,Critical,TRUE,Contained
208.36.157.45,Ransomware,Low,FALSE,Blocked
104.182.32.24,Malware,Critical,FALSE,Blocked
201.168.150.60,Malware,Low,FALSE,Eradicated
211.25.71.188,DDoS,Critical,TRUE,Eradicated
218.90.196.14,Malware,Medium,TRUE,Blocked
51.186.112.128,Phishing,Low,FALSE,Blocked
159.76.134.101,DDoS,Critical,FALSE,Blocked
181.96.244.124,Phishing,Medium,FALSE,Blocked
176.161.85.252,DDoS,Low,FALSE,Blocked
89.74.206.194,DDoS,High,FALSE,Contained
41.35.62.41,DDoS,Medium,FALSE,Contained
62.9.233.251,Phishing,Low,FALSE,Recovered
182.164.149.226,Insider Threat,Critical,FALSE,Eradicated
157.123.242.11,Ransomware,Critical,FALSE,Eradicated
1.98.200.168,Ransomware,Critical,FALSE,Recovered
182.242.226.130,Insider Threat,High,FALSE,Blocked
191.165.70.21,Phishing,Medium,FALSE,Eradicated
98.19.11.3,Malware,High,FALSE,Blocked
36.178.163.54,Ransomware,Medium,FALSE,Contained
35.73.196.238,Malware,Critical,FALSE,Eradicated
150.165.140.128,Malware,High,FALSE,Contained
83.71.191.134,Phishing,Medium,FALSE,Eradicated
214.137.78.211,Phishing,High,FALSE,Contained
207.235.8.35,Insider Threat,Medium,TRUE,Blocked
215.138.73.149,DDoS,Low,FALSE,Contained
205.31.120.76,Phishing,High,TRUE,Eradicated
73.251.189.58,DDoS,Critical,FALSE,Eradicated
198.118.98.173,Insider Threat,High,FALSE,Contained
82.105.119.68,Ransomware,Low,FALSE,Eradicated
163.14.163.142,Ransomware,High,FALSE,Blocked
175.56.238.202,Malware,Low,FALSE,Eradicated
83.224.40.153,Insider Threat,Medium,FALSE,Contained
69.174.76.183,Malware,Medium,FALSE,Eradicated
135.122.76.56,Malware,Critical,FALSE,Blocked
199.96.180.27,Ransomware,High,FALSE,Recovered
60.144.159.8,Ransomware,Medium,FALSE,Recovered
92.212.121.199,Ransomware,High,FALSE,Blocked
223.180.117.48,Ransomware,High,FALSE,Blocked
163.165.90.107,Ransomware,Medium,FALSE,Eradicated
203.159.137.165,Malware,Medium,FALSE,Contained
79.193.48.188,Malware,High,FALSE,Eradicated
99.113.134.128,Phishing,Critical,FALSE,Contained
122.61.174.97,DDoS,Medium,FALSE,Recovered
134.187.110.249,Phishing,High,FALSE,Contained
37.45.81.51,Ransomware,High,FALSE,Recovered
104.247.60.197,DDoS,Critical,FALSE,Blocked
104.108.69.141,DDoS,Medium,FALSE,Contained
128.104.0.26,Malware,Medium,FALSE,Eradicated
179.123.24.231,Phishing,Critical,FALSE,Contained
23.83.71.142,DDoS,Low,FALSE,Eradicated
192.9.192.188,Malware,Critical,FALSE,Blocked
109.24.217.2,Phishing,Critical,FALSE,Contained
150.5.216.107,Malware,High,FALSE,Contained
168.122.158.241,Malware,High,FALSE,Eradicated
7.121.250.221,Phishing,Critical,FALSE,Eradicated
157.250.236.56,Ransomware,Low,FALSE,Blocked
125.16.30.111,Malware,Medium,FALSE,Recovered
49.100.212.3,Phishing,Critical,FALSE,Contained
89.145.94.66,Ransomware,Low,TRUE,Eradicated
11.54.134.103,Phishing,Low,FALSE,Blocked
140.57.147.77,Phishing,Low,FALSE,Contained
62.130.201.191,Phishing,High,FALSE,Contained
69.169.174.171,DDoS,Critical,FALSE,Blocked
18.217.15.222,Ransomware,High,FALSE,Contained
215.125.50.76,Ransomware,High,FALSE,Blocked
19.3.125.41,DDoS,Low,FALSE,Contained
56.204.51.114,Ransomware,Medium,FALSE,Recovered
106.214.163.4,Malware,Critical,FALSE,Contained
136.161.237.34,Malware,Medium,TRUE,Contained
169.33.126.237,Ransomware,Critical,FALSE,Blocked
177.202.143.33,Phishing,Critical,FALSE,Blocked
124.55.142.40,Ransomware,Low,FALSE,Recovered
71.106.122.138,Malware,Critical,FALSE,Contained
56.88.154.148,Insider Threat,Medium,FALSE,Recovered
58.220.208.231,DDoS,Medium,FALSE,Contained
42.171.171.77,Insider Threat,Medium,FALSE,Contained
88.249.193.90,Phishing,Low,FALSE,Blocked
93.216.6.150,Phishing,Medium,FALSE,Eradicated
205.94.115.11,Insider Threat,Critical,FALSE,Eradicated
64.116.234.14,DDoS,Low,FALSE,Contained
190.71.120.112,Malware,Critical,FALSE,Contained
123.144.194.55,DDoS,Critical,FALSE,Eradicated
140.94.214.226,Phishing,Medium,FALSE,Recovered
123.69.98.185,Phishing,Critical,FALSE,Contained
22.80.234.213,DDoS,High,FALSE,Blocked
208.199.191.148,Ransomware,Low,FALSE,Contained
166.117.152.158,DDoS,Critical,FALSE,Contained
66.213.72.224,Insider Threat,High,FALSE,Blocked
171.55.121.132,Phishing,High,FALSE,Contained
81.200.200.36,Phishing,Critical,FALSE,Blocked
55.249.3.6,Phishing,High,TRUE,Contained
71.29.189.38,Malware,Medium,FALSE,Recovered
183.29.198.241,Ransomware,Critical,FALSE,Contained
180.47.91.24,Phishing,Low,FALSE,Eradicated
101.237.107.186,Malware,High,FALSE,Eradicated
156.153.255.122,DDoS,Medium,FALSE,Contained
30.164.134.113,Malware,Medium,FALSE,Blocked
119.233.66.146,Malware,High,FALSE,Blocked
20.134.139.122,Phishing,High,FALSE,Contained
135.113.10.71,Ransomware,Critical,FALSE,Recovered
144.65.3.160,Ransomware,Medium,FALSE,Blocked
35.232.64.194,Malware,High,FALSE,Contained
154.217.250.233,DDoS,High,FALSE,Blocked
166.180.244.121,DDoS,High,FALSE,Recovered
131.180.124.205,Ransomware,Critical,FALSE,Contained
96.236.246.121,DDoS,Medium,FALSE,Recovered
90.138.43.118,DDoS,Critical,FALSE,Eradicated
131.221.234.25,Malware,Medium,FALSE,Contained
191.16.96.132,DDoS,Critical,FALSE,Recovered
45.85.179.120,DDoS,High,FALSE,Recovered
202.46.36.240,Malware,Critical,TRUE,Eradicated
18.191.158.28,Ransomware,Medium,TRUE,Eradicated
99.187.73.190,Ransomware,Low,FALSE,Blocked
154.141.25.136,DDoS,Low,FALSE,Contained
191.25.141.183,DDoS,High,FALSE,Blocked
40.2.252.165,DDoS,Medium,FALSE,Recovered
89.97.134.39,Phishing,Low,FALSE,Contained
33.233.197.88,DDoS,High,FALSE,Eradicated
183.35.238.105,DDoS,Medium,FALSE,Blocked
156.211.152.158,Ransomware,Critical,TRUE,Eradicated
45.98.144.49,Insider Threat,Medium,FALSE,Eradicated
205.63.206.37,Malware,Medium,FALSE,Blocked
134.185.89.160,Malware,Low,FALSE,Eradicated
202.145.196.200,Ransomware,Critical,FALSE,Recovered
100.51.155.164,Insider Threat,Critical,FALSE,Blocked
185.81.38.182,DDoS,Critical,FALSE,Contained
131.27.134.209,DDoS,Low,FALSE,Blocked
34.4.52.245,Ransomware,Critical,FALSE,Recovered
31.23.151.116,DDoS,Medium,FALSE,Contained
97.224.124.52,Ransomware,Medium,FALSE,Recovered
62.110.231.168,Malware,Medium,FALSE,Contained
13.36.240.126,Ransomware,High,FALSE,Contained
24.207.67.30,Insider Threat,High,FALSE,Eradicated
216.82.208.226,Ransomware,Medium,FALSE,Contained
197.10.46.118,Insider Threat,Low,FALSE,Contained
56.21.228.103,DDoS,Critical,FALSE,Eradicated
170.252.49.12,DDoS,Medium,FALSE,Blocked
64.55.244.250,Ransomware,Critical,FALSE,Contained
123.25.73.104,DDoS,Critical,FALSE,Blocked
55.85.124.59,Insider Threat,High,FALSE,Recovered
49.55.44.207,DDoS,Medium,FALSE,Recovered
211.148.163.230,Malware,Critical,FALSE,Blocked
139.14.174.133,Insider Threat,Critical,FALSE,Blocked
208.158.232.184,Insider Threat,Critical,FALSE,Contained
138.146.228.70,Malware,Critical,FALSE,Recovered
94.252.116.210,Insider Threat,Low,FALSE,Contained
223.96.159.12,DDoS,Critical,FALSE,Recovered
159.189.143.223,Phishing,Low,FALSE,Eradicated
28.124.127.242,DDoS,Low,TRUE,Recovered
191.192.241.180,Phishing,Low,FALSE,Contained
12.231.253.14,Ransomware,High,FALSE,Contained
187.23.5.195,Insider Threat,Medium,FALSE,Contained
210.233.157.115,Phishing,Critical,FALSE,Contained
63.181.185.203,Phishing,Medium,FALSE,Recovered
132.180.31.59,Insider Threat,High,TRUE,Recovered
62.203.68.115,DDoS,Critical,FALSE,Contained
1.69.86.53,Malware,Low,FALSE,Recovered
77.181.121.99,Phishing,Critical,FALSE,Eradicated
187.45.200.216,Phishing,Medium,FALSE,Eradicated
22.141.27.85,Phishing,Low,FALSE,Blocked
148.10.48.24,Malware,Low,FALSE,Blocked
198.144.194.43,Phishing,Medium,FALSE,Recovered
131.174.90.46,DDoS,Critical,FALSE,Contained
33.209.175.57,DDoS,Critical,FALSE,Blocked
29.3.129.16,Phishing,Medium,FALSE,Contained
160.99.129.93,DDoS,Critical,FALSE,Recovered
75.188.232.223,Malware,High,FALSE,Recovered
41.2.230.75,Ransomware,Critical,FALSE,Blocked
165.27.85.8,Malware,Critical,FALSE,Contained
211.97.207.118,Phishing,Medium,FALSE,Eradicated
68.239.78.35,Phishing,High,FALSE,Eradicated
24.84.191.134,DDoS,High,FALSE,Recovered
61.241.41.182,Malware,High,FALSE,Blocked
7.120.130.107,Malware,High,FALSE,Blocked
140.159.64.18,Phishing,Low,FALSE,Blocked
97.103.132.103,Ransomware,High,FALSE,Recovered
204.0.62.12,Insider Threat,Medium,TRUE,Blocked
218.176.61.164,Ransomware,High,FALSE,Eradicated
203.237.187.222,Ransomware,Critical,FALSE,Contained
64.238.14.33,Phishing,Critical,FALSE,Contained
108.31.108.248,Malware,Low,FALSE,Recovered
144.19.130.137,DDoS,Medium,FALSE,Eradicated
134.199.243.198,Malware,Medium,FALSE,Eradicated
104.38.194.218,Insider Threat,Critical,FALSE,Recovered
161.7.40.37,Ransomware,High,FALSE,Eradicated
25.106.26.241,Phishing,High,FALSE,Recovered
142.144.188.29,DDoS,Critical,FALSE,Recovered
66.187.71.176,Insider Threat,Low,FALSE,Recovered
194.132.35.1,Ransomware,High,FALSE,Contained
17.232.173.214,Insider Threat,Medium,FALSE,Recovered
51.32.65.27,Malware,Low,FALSE,Contained
128.16.39.62,Malware,Critical,FALSE,Blocked
215.198.19.22,Malware,Medium,FALSE,Eradicated
39.41.14.9,Ransomware,High,FALSE,Blocked
112.145.247.233,Ransomware,Low,FALSE,Eradicated
144.139.150.211,DDoS,Medium,FALSE,Recovered
50.61.79.164,Insider Threat,Critical,FALSE,Recovered
221.31.160.89,Phishing,Critical,FALSE,Eradicated
141.34.147.245,Malware,Medium,FALSE,Blocked
78.194.226.166,Malware,Critical,FALSE,Eradicated
76.138.103.8,DDoS,Medium,FALSE,Eradicated
54.98.54.179,Insider Threat,Low,FALSE,Contained
89.241.205.216,DDoS,Medium,FALSE,Recovered
76.161.34.157,Malware,Critical,FALSE,Eradicated
37.138.110.246,Ransomware,Medium,FALSE,Contained
172.231.83.111,Phishing,High,FALSE,Recovered
101.145.202.57,Insider Threat,Low,FALSE,Blocked
85.37.95.114,Insider Threat,High,FALSE,Contained
60.201.73.224,Ransomware,Medium,FALSE,Blocked
16.217.209.168,Ransomware,Low,FALSE,Blocked
29.206.29.171,DDoS,Low,FALSE,Blocked
120.208.202.174,Malware,Low,FALSE,Blocked
166.251.172.66,Ransomware,Critical,FALSE,Blocked
80.157.128.0,Insider Threat,High,FALSE,Contained
28.31.85.68,DDoS,Medium,FALSE,Eradicated
19.31.185.150,DDoS,Low,FALSE,Blocked
68.135.19.162,Phishing,Critical,FALSE,Blocked
170.252.235.254,Phishing,High,FALSE,Recovered
137.55.123.5,DDoS,Medium,FALSE,Blocked
43.60.188.215,Malware,High,FALSE,Recovered
213.25.49.66,DDoS,Low,FALSE,Contained
134.30.208.145,DDoS,Low,FALSE,Eradicated
212.223.24.34,DDoS,Critical,FALSE,Blocked
118.189.87.94,Phishing,Low,FALSE,Blocked
172.47.231.232,DDoS,High,FALSE,Eradicated
61.172.89.131,DDoS,High,FALSE,Recovered
7.5.113.167,Ransomware,Medium,FALSE,Blocked
123.109.171.167,DDoS,High,FALSE,Recovered
215.135.172.61,Phishing,Low,FALSE,Blocked
190.88.85.153,Malware,Medium,FALSE,Eradicated
66.129.7.172,Ransomware,Medium,TRUE,Blocked
119.139.13.155,Insider Threat,High,FALSE,Blocked
112.92.204.145,Phishing,High,FALSE,Contained
75.70.45.24,Phishing,Medium,FALSE,Recovered
37.236.138.28,Ransomware,Critical,FALSE,Recovered
183.95.184.11,Phishing,Medium,FALSE,Eradicated
84.227.89.37,Ransomware,High,FALSE,Eradicated
72.50.15.99,DDoS,High,FALSE,Eradicated
2.202.147.224,Insider Threat,High,FALSE,Eradicated
79.118.0.232,Malware,Low,FALSE,Blocked
98.142.212.144,Phishing,Low,FALSE,Contained
183.110.28.222,Ransomware,Critical,FALSE,Blocked
178.60.24.172,Ransomware,Medium,FALSE,Contained
57.233.210.243,Phishing,Low,FALSE,Contained
207.108.126.108,Ransomware,Medium,FALSE,Blocked
8.57.205.160,Malware,Medium,FALSE,Blocked
177.81.30.42,Insider Threat,Medium,FALSE,Eradicated
106.37.88.249,Phishing,Critical,FALSE,Contained
34.55.150.162,Insider Threat,Critical,FALSE,Recovered
162.153.163.168,Ransomware,High,FALSE,Blocked
202.252.175.223,Insider Threat,Medium,FALSE,Eradicated
148.58.45.253,Ransomware,Low,FALSE,Eradicated
15.149.118.115,Insider Threat,Medium,FALSE,Recovered
209.107.70.253,Phishing,Critical,FALSE,Blocked
217.89.126.99,Phishing,Medium,FALSE,Blocked
36.187.221.125,Insider Threat,High,FALSE,Recovered
49.184.181.10,Phishing,Critical,FALSE,Recovered
191.195.173.95,Phishing,Low,TRUE,Recovered
211.169.153.190,Insider Threat,Critical,FALSE,Contained
89.208.115.115,Malware,Critical,FALSE,Blocked
209.126.4.238,Ransomware,High,TRUE,Eradicated
16.88.185.81,Phishing,High,FALSE,Recovered
196.154.175.171,Phishing,Low,FALSE,Recovered
124.74.102.193,Ransomware,High,FALSE,Blocked
53.245.227.20,DDoS,Medium,FALSE,Eradicated
65.226.173.19,Insider Threat,Critical,FALSE,Eradicated
152.135.144.46,DDoS,Low,TRUE,Eradicated
173.170.53.227,Malware,Low,FALSE,Contained
58.181.61.101,Insider Threat,Medium,FALSE,Eradicated
116.96.0.72,DDoS,High,FALSE,Blocked
4.151.30.74,Malware,Medium,FALSE,Eradicated
148.152.155.101,Insider Threat,Critical,FALSE,Eradicated
156.156.204.147,Phishing,Medium,FALSE,Eradicated
113.164.175.6,Insider Threat,Critical,FALSE,Eradicated
52.182.212.250,DDoS,Low,FALSE,Contained
49.201.143.212,Ransomware,Medium,FALSE,Recovered
90.41.137.145,Phishing,Low,FALSE,Contained
115.180.141.245,Phishing,High,FALSE,Recovered
122.169.129.115,Phishing,Low,FALSE,Contained
211.249.252.13,Ransomware,Medium,FALSE,Recovered
126.12.138.186,Ransomware,Low,FALSE,Eradicated
22.104.254.77,Malware,Critical,FALSE,Blocked
30.151.197.12,DDoS,High,FALSE,Contained
50.141.93.125,Ransomware,Low,FALSE,Blocked
59.164.108.191,Insider Threat,Critical,FALSE,Blocked
132.140.25.75,Ransomware,Critical,TRUE,Contained
194.200.121.196,Ransomware,Medium,TRUE,Contained
79.98.11.146,Ransomware,Low,TRUE,Blocked
129.92.68.255,Ransomware,Low,FALSE,Recovered
101.57.142.201,Insider Threat,Low,FALSE,Recovered
11.182.229.173,Phishing,High,TRUE,Contained
46.126.202.178,Malware,Medium,FALSE,Eradicated
22.41.222.79,DDoS,Low,FALSE,Recovered
119.87.138.188,Insider Threat,Medium,TRUE,Contained
15.176.52.182,Malware,Critical,FALSE,Blocked
85.80.197.203,DDoS,Low,FALSE,Contained
150.182.230.29,Malware,Medium,FALSE,Contained
12.131.247.34,Phishing,Low,FALSE,Recovered
10.83.112.43,Malware,High,FALSE,Recovered
176.62.174.210,Ransomware,Medium,FALSE,Blocked
205.233.59.228,Insider Threat,Critical,FALSE,Recovered
28.117.33.192,Phishing,High,FALSE,Recovered
209.3.132.203,Insider Threat,Low,FALSE,Eradicated
160.56.52.25,Ransomware,Low,FALSE,Contained
126.14.22.182,Phishing,Critical,FALSE,Contained
56.254.207.227,Malware,High,TRUE,Blocked
81.159.245.162,Phishing,High,FALSE,Recovered
74.5.49.173,Ransomware,Medium,FALSE,Eradicated
38.20.59.140,Insider Threat,Critical,TRUE,Contained
16.63.234.70,Malware,Medium,FALSE,Blocked
190.188.180.232,DDoS,High,FALSE,Eradicated
42.181.238.97,Insider Threat,Low,FALSE,Recovered
207.140.94.73,Ransomware,Low,FALSE,Recovered
15.176.101.242,Ransomware,Critical,FALSE,Eradicated
58.166.45.3,DDoS,Critical,FALSE,Contained
203.3.95.220,Phishing,Low,FALSE,Blocked
12.21.124.137,Ransomware,Medium,FALSE,Contained
79.58.237.126,Ransomware,Medium,FALSE,Eradicated
35.109.46.232,DDoS,Critical,FALSE,Blocked
158.104.217.87,Ransomware,Critical,FALSE,Contained
193.60.193.174,Insider Threat,Low,FALSE,Blocked
87.199.163.60,DDoS,High,TRUE,Recovered
53.251.187.235,Phishing,Low,FALSE,Recovered
133.249.156.245,Phishing,Critical,FALSE,Eradicated
64.236.29.74,Ransomware,Low,TRUE,Recovered
150.119.176.249,DDoS,Critical,FALSE,Recovered
191.89.214.89,DDoS,Low,FALSE,Contained
212.139.134.234,Insider Threat,Medium,FALSE,Recovered
66.53.183.242,Malware,Low,FALSE,Contained
67.218.156.34,Malware,High,FALSE,Eradicated
141.118.79.71,Phishing,High,FALSE,Eradicated
120.169.10.4,DDoS,Critical,FALSE,Contained
163.212.196.150,Phishing,Medium,FALSE,Contained
114.145.116.148,Phishing,High,FALSE,Eradicated
60.53.194.191,Malware,Critical,FALSE,Blocked
143.163.94.139,Insider Threat,Low,FALSE,Contained
119.99.50.74,DDoS,High,FALSE,Contained
161.194.44.23,DDoS,Critical,FALSE,Blocked
134.143.92.98,Phishing,Low,FALSE,Eradicated
17.116.26.126,DDoS,Medium,TRUE,Eradicated
18.228.124.63,Insider Threat,Low,FALSE,Eradicated
56.242.115.216,DDoS,Medium,FALSE,Contained
114.253.171.12,DDoS,Medium,FALSE,Recovered
157.214.183.154,Ransomware,Critical,TRUE,Blocked
54.255.0.152,Ransomware,Low,FALSE,Contained
26.209.108.161,Phishing,High,FALSE,Eradicated
101.214.174.77,Malware,Critical,FALSE,Contained
8.64.189.74,Phishing,High,FALSE,Blocked
185.115.40.81,Insider Threat,Critical,FALSE,Eradicated
105.239.171.24,Insider Threat,High,FALSE,Blocked
116.138.221.152,Phishing,Low,FALSE,Eradicated
46.220.116.250,Insider Threat,Critical,FALSE,Blocked
47.203.67.168,Malware,Critical,FALSE,Contained
125.46.4.228,Insider Threat,Critical,FALSE,Eradicated
14.13.79.73,Malware,Medium,FALSE,Contained
180.110.197.3,Phishing,Low,TRUE,Contained
14.43.181.145,Ransomware,High,FALSE,Eradicated
141.11.255.100,DDoS,Low,FALSE,Eradicated
18.50.191.207,Insider Threat,Low,FALSE,Blocked
150.52.251.64,Phishing,High,FALSE,Contained
15.46.54.233,DDoS,High,FALSE,Recovered
145.182.129.108,DDoS,High,TRUE,Contained
129.18.73.153,DDoS,Critical,FALSE,Contained
121.252.31.180,Phishing,Low,FALSE,Recovered
76.100.168.62,Ransomware,Medium,FALSE,Blocked
36.200.238.247,Ransomware,Critical,FALSE,Contained
34.78.140.199,Insider Threat,High,FALSE,Contained
86.75.232.238,Phishing,Critical,FALSE,Eradicated
174.204.180.96,Malware,Critical,FALSE,Blocked
133.43.246.243,Phishing,Critical,TRUE,Contained
134.52.71.161,Insider Threat,Low,FALSE,Blocked
148.67.11.126,Ransomware,Critical,FALSE,Contained
36.203.142.90,Ransomware,Critical,FALSE,Contained
44.189.242.253,DDoS,Low,TRUE,Blocked
175.166.225.123,Insider Threat,Low,FALSE,Eradicated
109.109.208.195,DDoS,Medium,FALSE,Contained
220.92.210.77,Malware,Critical,FALSE,Contained
110.89.176.222,Insider Threat,High,FALSE,Recovered
159.53.159.169,Insider Threat,Critical,FALSE,Blocked
47.127.163.114,Malware,High,FALSE,Blocked
203.212.114.194,Ransomware,High,FALSE,Eradicated
216.55.64.153,Malware,Medium,FALSE,Contained
24.168.110.245,Phishing,Low,FALSE,Eradicated
66.158.121.172,Malware,High,TRUE,Contained
180.219.133.69,Phishing,Low,FALSE,Contained
16.159.151.190,Malware,Critical,FALSE,Recovered
2.170.178.128,Ransomware,Medium,FALSE,Contained
164.6.161.23,Phishing,Low,FALSE,Blocked
113.20.27.236,Malware,Critical,FALSE,Recovered
220.144.147.243,Insider Threat,Medium,FALSE,Eradicated
119.157.20.146,Phishing,Low,FALSE,Contained
117.123.143.236,Phishing,Critical,FALSE,Eradicated
156.218.87.244,Phishing,Medium,FALSE,Recovered
201.41.159.231,DDoS,Medium,FALSE,Eradicated
216.38.98.51,Ransomware,Medium,FALSE,Contained
213.70.118.74,Insider Threat,Critical,FALSE,Contained
134.148.209.228,DDoS,Medium,FALSE,Blocked
84.247.94.78,DDoS,Critical,FALSE,Contained
221.183.59.118,Insider Threat,Critical,FALSE,Blocked
10.0.188.51,Phishing,Critical,FALSE,Eradicated
89.147.3.182,DDoS,Low,FALSE,Blocked
129.66.24.145,Malware,Low,FALSE,Contained
129.49.29.247,Phishing,High,FALSE,Recovered
75.105.35.238,Insider Threat,Low,TRUE,Blocked
205.146.223.56,Malware,Medium,FALSE,Blocked
210.115.207.221,Malware,Medium,FALSE,Contained
147.233.92.13,Phishing,Low,FALSE,Eradicated
210.193.78.192,Phishing,High,FALSE,Contained
37.121.180.82,DDoS,Medium,FALSE,Eradicated
199.153.35.18,Malware,High,FALSE,Recovered
221.91.62.165,Malware,Critical,FALSE,Contained
220.255.30.157,Insider Threat,Low,FALSE,Blocked
141.151.235.49,Ransomware,Critical,FALSE,Contained
223.89.127.155,Insider Threat,Low,FALSE,Recovered
95.224.238.248,DDoS,Medium,FALSE,Eradicated
36.201.167.110,DDoS,Critical,FALSE,Eradicated
161.83.141.114,Phishing,Medium,FALSE,Eradicated
202.236.186.67,Phishing,Critical,FALSE,Blocked
189.60.86.97,Insider Threat,Medium,FALSE,Contained
35.53.126.122,Phishing,Low,FALSE,Eradicated
88.49.103.197,Insider Threat,Medium,FALSE,Blocked
34.117.244.60,DDoS,Low,TRUE,Contained
120.176.112.100,Insider Threat,Low,FALSE,Recovered
10.136.195.67,Phishing,Medium,FALSE,Contained
90.141.132.172,Malware,Medium,FALSE,Blocked
211.108.58.197,Insider Threat,High,FALSE,Blocked
169.119.189.89,DDoS,Low,FALSE,Contained
155.253.233.46,Ransomware,High,FALSE,Eradicated
151.81.8.31,Insider Threat,High,FALSE,Blocked
40.103.127.147,Malware,Medium,FALSE,Blocked
16.233.205.74,Malware,Critical,FALSE,Blocked
150.133.78.230,Insider Threat,Low,FALSE,Contained
132.65.156.177,Insider Threat,Low,TRUE,Recovered
142.69.18.96,DDoS,Critical,FALSE,Eradicated
178.201.166.105,Phishing,Low,FALSE,Eradicated
64.158.221.155,Phishing,Medium,FALSE,Recovered
125.62.104.112,Insider Threat,Medium,FALSE,Eradicated
35.173.27.25,Phishing,Low,FALSE,Contained
76.129.206.241,Ransomware,Low,FALSE,Contained
120.155.174.202,Insider Threat,Critical,FALSE,Eradicated
103.76.115.158,Ransomware,High,FALSE,Eradicated
19.140.215.157,Malware,Low,FALSE,Recovered
221.115.205.89,Insider Threat,Medium,FALSE,Recovered
152.109.37.251,Phishing,Critical,FALSE,Contained
142.10.45.146,DDoS,Medium,FALSE,Eradicated
175.248.195.54,Insider Threat,High,FALSE,Recovered
159.184.123.185,DDoS,High,FALSE,Eradicated
15.29.60.68,Insider Threat,Critical,FALSE,Eradicated
68.153.162.92,Malware,Low,FALSE,Eradicated
139.129.223.177,Phishing,High,FALSE,Eradicated
27.115.235.226,DDoS,Medium,FALSE,Recovered
45.226.139.84,Insider Threat,High,FALSE,Recovered
18.255.66.251,Insider Threat,Critical,FALSE,Recovered
139.93.134.201,Phishing,Medium,TRUE,Eradicated
61.6.138.86,Insider Threat,High,FALSE,Eradicated
216.100.203.98,DDoS,Critical,FALSE,Eradicated
97.156.248.227,Phishing,Medium,FALSE,Recovered
80.70.116.247,Phishing,Low,TRUE,Contained
172.110.87.21,DDoS,High,FALSE,Contained
107.164.20.57,DDoS,Low,TRUE,Eradicated
166.193.36.62,Ransomware,Low,TRUE,Contained
223.195.204.144,Insider Threat,High,FALSE,Recovered
14.116.188.65,DDoS,Medium,FALSE,Eradicated
205.83.11.115,Insider Threat,Critical,FALSE,Blocked
120.128.147.194,Malware,High,FALSE,Recovered
144.146.238.202,Malware,High,FALSE,Contained
44.221.23.195,DDoS,Critical,FALSE,Eradicated
101.155.249.224,Ransomware,Critical,FALSE,Blocked
42.46.53.166,Ransomware,Critical,FALSE,Recovered
118.166.44.179,DDoS,Medium,FALSE,Recovered
95.110.54.237,Malware,Medium,FALSE,Eradicated
213.162.170.223,DDoS,Low,FALSE,Blocked
74.31.159.230,Malware,Medium,FALSE,Recovered
96.226.164.0,DDoS,High,FALSE,Recovered
201.220.37.76,Phishing,Medium,FALSE,Recovered
220.34.147.58,DDoS,Low,FALSE,Blocked
89.6.157.197,Insider Threat,Critical,FALSE,Contained
194.85.184.7,Insider Threat,High,FALSE,Blocked
19.21.160.177,Insider Threat,Medium,FALSE,Eradicated
209.166.0.214,Ransomware,Critical,FALSE,Recovered
3.244.215.30,Ransomware,High,FALSE,Contained
182.156.98.22,Malware,High,FALSE,Contained
187.168.168.160,Malware,Low,FALSE,Eradicated
77.91.197.87,DDoS,Low,FALSE,Recovered
132.161.3.120,DDoS,Critical,FALSE,Recovered
116.26.164.65,Malware,High,FALSE,Eradicated
186.238.164.99,Insider Threat,High,FALSE,Blocked
74.177.2.176,Malware,Low,FALSE,Blocked
68.181.230.245,Phishing,High,FALSE,Contained
153.28.244.105,Phishing,Medium,FALSE,Contained
209.65.103.239,DDoS,Critical,FALSE,Blocked
112.53.75.87,Ransomware,High,FALSE,Contained
209.195.36.231,Malware,Critical,FALSE,Eradicated
27.46.203.61,Malware,High,FALSE,Eradicated
41.67.76.41,Insider Threat,Critical,FALSE,Recovered
112.85.72.75,Ransomware,Low,FALSE,Contained
176.100.120.253,Phishing,High,FALSE,Contained
194.120.42.174,Phishing,Low,FALSE,Eradicated
136.111.224.232,Malware,Low,FALSE,Eradicated
179.217.57.88,Malware,Low,FALSE,Contained
113.146.17.4,Insider Threat,Critical,FALSE,Blocked
8.146.38.63,Phishing,Medium,FALSE,Eradicated
